,capacity_veh_per_hour
11284_11285,9165.0
11284_12002,5258.0
11285_1080,999999.0
11285_11284,9165.0
11285_11309,9165.0
11286_1688,6240.0
11286_11283,6240.0
11286_12001,5258.0
11287_1294,999999.0
11287_9422,5018.0
11287_9626,5018.0
11288_1689,6240.0
11288_11289,6240.0
11288_12001,5258.0
11289_11288,6240.0
11289_12002,5258.0
11289_12003,6240.0
11290_11065,6240.0
11290_11291,5258.0
11290_12003,6240.0
11291_1311,999999.0
11291_11290,5258.0
11291_12047,5258.0
11292_1081,999999.0
11292_11293,10515.0
11293_6740,10515.0
11293_11065,12480.0
11293_11292,10515.0
11293_11294,8715.0
11294_11293,8715.0
11294_11295,4358.0
11295_3814,6240.0
11295_11294,4358.0
11295_11297,4358.0
11295_11306,4358.0
11296_11344,6240.0
11296_11350,6240.0
11297_11295,4358.0
11297_11298,4358.0
11297_11303,4358.0
11298_11297,4358.0
11298_11299,6240.0
11298_11300,4358.0
11299_1311,999999.0
11299_11298,6240.0
11299_11354,6240.0
11300_11067,5258.0
11300_11298,4358.0
11300_11350,6240.0
11300_11353,5258.0
11301_8039,4515.0
11301_11067,5258.0
11301_11302,8715.0
11301_11349,12480.0
11302_11301,8715.0
11302_11304,14055.0
11302_12050,4358.0
11303_1082,999999.0
11303_11297,4358.0
11303_12050,4358.0
11304_1313,999999.0
11304_11302,14055.0
11304_11305,7028.0
11305_8275,6240.0
11305_11304,7028.0
11305_11306,4358.0
11305_11307,7028.0
11306_1082,999999.0
11306_11295,4358.0
11306_11305,4358.0
11307_1088,999999.0
11307_11305,7028.0
11307_11311,7028.0
11308_3814,6240.0
11308_6740,10515.0
11308_11309,8715.0
11309_11285,9165.0
11309_11308,8715.0
11309_11310,4358.0
11309_11311,7028.0
11310_11309,4358.0
11310_11312,4358.0
11310_11314,4358.0
11311_11307,7028.0
11311_11309,7028.0
11311_11312,7028.0
11311_11320,7028.0
11312_11310,4358.0
11312_11311,7028.0
11312_11313,7028.0
11312_11319,4358.0
11313_11312,7028.0
11313_11314,6240.0
11313_11318,18330.0
11314_11310,4358.0
11314_11313,6240.0
11314_11315,6240.0
11315_11314,6240.0
11315_11316,6240.0
11315_11318,5258.0
11316_11315,6240.0
11316_11317,5258.0
11316_12000,6240.0
11317_1079,999999.0
11317_11275,5258.0
11317_11316,5258.0
11318_5865,18330.0
11318_11313,18330.0
11318_11315,5258.0
11318_11319,5258.0
11319_6880,6240.0
11319_11312,4358.0
11319_11318,5258.0
11319_11320,5258.0
11320_11311,7028.0
11320_11319,5258.0
11320_11321,9165.0
11320_11324,5258.0
11321_11320,9165.0
11321_11322,9165.0
11321_11324,6240.0
11322_11321,9165.0
11322_11323,9165.0
11322_11511,6240.0
11323_1088,999999.0
11323_11322,9165.0
11323_11327,9165.0
11324_8275,5018.0
11324_11320,5258.0
11324_11321,6240.0
11324_11325,4050.0
11325_8039,5258.0
11325_11324,4050.0
11325_11326,5258.0
11325_11348,5258.0
11326_11068,5258.0
11326_11325,5258.0
11326_11327,5258.0
11326_11328,5258.0
11327_6840,9165.0
11327_11323,9165.0
11327_11326,5258.0
11328_1088,999999.0
11328_8376,5258.0
11328_11326,5258.0
11329_1089,999999.0
11329_6836,6240.0
11329_11330,6240.0
11330_11329,6240.0
11330_11331,6240.0
11330_11334,5258.0
11331_8376,9165.0
11331_11330,6240.0
11331_11332,9165.0
11331_11346,5018.0
11332_1089,999999.0
11332_11331,9165.0
11332_11333,9165.0
11333_11332,9165.0
11333_11334,5258.0
11333_11337,9165.0
11334_11330,5258.0
11334_11333,5258.0
11334_11335,5258.0
11334_11336,5258.0
11335_1089,999999.0
11335_11334,5258.0
11335_12038,5258.0
11336_8730,18330.0
11336_11334,5258.0
11336_11337,12480.0
11337_11333,9165.0
11337_11336,12480.0
11337_11386,9165.0
11337_12042,10035.0
11338_1087,999999.0
11338_11339,10035.0
11338_12042,10035.0
11339_11338,10035.0
11339_11340,4515.0
11339_11341,10035.0
11339_11380,5018.0
11340_11339,4515.0
11340_11371,5258.0
11340_11372,4515.0
11341_11339,10035.0
11341_11342,5018.0
11341_11518,5018.0
11342_1087,999999.0
11342_11341,5018.0
11342_11343,5018.0
11343_11342,5018.0
11343_11344,6240.0
11343_11345,4515.0
11344_11296,6240.0
11344_11343,6240.0
11344_11345,5018.0
11344_11347,6240.0
11345_11068,5258.0
11345_11343,4515.0
11345_11344,5018.0
11345_11346,5018.0
11346_1316,999999.0
11346_11331,5018.0
11346_11345,5018.0
11347_1316,999999.0
11347_11344,6240.0
11347_11348,6240.0
11348_11325,5258.0
11348_11347,6240.0
11348_11349,12480.0
11349_1086,999999.0
11349_11301,12480.0
11349_11348,12480.0
11350_1086,999999.0
11350_11296,6240.0
11350_11300,6240.0
11351_10377,5258.0
11351_11352,6240.0
11351_12049,6240.0
11352_1085,999999.0
11352_11351,6240.0
11352_12046,5018.0
11353_11300,5258.0
11353_11354,6240.0
11353_11355,6240.0
11353_11525,6240.0
11354_11299,6240.0
11354_11353,6240.0
11354_11355,6240.0
11354_11357,6240.0
11355_11353,6240.0
11355_11354,6240.0
11355_11510,6240.0
11356_7671,5258.0
11356_11359,5258.0
11356_11361,6240.0
11356_11510,6240.0
11357_11354,6240.0
11357_11358,5258.0
11357_12047,5258.0
11358_11357,5258.0
11358_11510,5258.0
11358_12048,5258.0
11359_1314,999999.0
11359_11356,5258.0
11359_12048,5258.0
11360_1314,999999.0
11360_7699,6240.0
11360_11361,6240.0
11361_11356,6240.0
11361_11360,6240.0
11361_11364,5258.0
11362_7699,6240.0
11362_8647,9165.0
11362_11363,9165.0
11363_11362,9165.0
11363_11364,5258.0
11363_11365,9165.0
11364_1315,999999.0
11364_11361,5258.0
11364_11363,5258.0
11365_1315,999999.0
11365_11363,9165.0
11365_11366,9165.0
11366_11365,9165.0
11366_11367,999999.0
11366_11479,9165.0
11366_12044,9165.0
11367_11366,999999.0
11367_11368,5258.0
11367_11374,6240.0
11368_1315,999999.0
11368_11367,5258.0
11368_11369,5258.0
11369_10377,5258.0
11369_11368,5258.0
11369_11370,5258.0
11370_1085,999999.0
11370_11369,5258.0
11370_11371,5258.0
11371_11340,5258.0
11371_11370,5258.0
11371_11372,5258.0
11371_11373,5258.0
11372_11340,4515.0
11372_11371,5258.0
11372_11375,5258.0
11373_1085,999999.0
11373_11371,5258.0
11373_11374,5258.0
11374_11367,6240.0
11374_11373,5258.0
11374_11375,6240.0
11375_11372,5258.0
11375_11374,6240.0
11375_11377,6240.0
11376_6609,4515.0
11376_8301,4515.0
11377_11375,6240.0
11377_11378,6240.0
11377_12043,6240.0
11378_11377,6240.0
11378_11379,6240.0
11378_11380,5018.0
11379_1110,999999.0
11379_11378,6240.0
11379_11385,6240.0
11380_1085,999999.0
11380_11339,5018.0
11380_11378,5018.0
11381_1154,999999.0
11381_8356,4515.0
11381_11519,4515.0
11382_11260,5258.0
11382_11383,5258.0
11382_12043,6240.0
11382_12045,6240.0
11383_11382,5258.0
11383_11385,9165.0
11383_11448,9165.0
11383_12040,5258.0
11384_7101,5018.0
11384_10658,5018.0
11384_11463,4515.0
11385_11379,6240.0
11385_11383,9165.0
11385_11386,18330.0
11385_11387,6240.0
11386_11337,9165.0
11386_11385,18330.0
11386_11387,5258.0
11387_11385,6240.0
11387_11386,5258.0
11387_11388,6240.0
11388_11387,6240.0
11388_11389,6240.0
11388_12040,5258.0
11389_11388,6240.0
11389_11390,6240.0
11389_12041,5258.0
11390_11389,6240.0
11390_11391,5258.0
11390_12039,6240.0
11391_11258,5258.0
11391_11390,5258.0
11391_11392,6240.0
11391_11393,6240.0
11392_1109,999999.0
11392_6720,6240.0
11392_11391,6240.0
11393_11391,6240.0
11393_11394,5258.0
11393_11405,6240.0
11394_1109,999999.0
11394_11393,5258.0
11394_11395,5258.0
11395_11394,5258.0
11395_11396,9165.0
11395_11399,5258.0
11395_11404,9165.0
11396_1319,999999.0
11396_11395,9165.0
11396_11397,9165.0
11397_11258,5258.0
11397_11396,9165.0
11397_11398,9165.0
11398_5875,9165.0
11398_6716,5258.0
11398_11397,9165.0
11399_11259,5258.0
11399_11270,5258.0
11399_11395,5258.0
11400_6663,6240.0
11400_11401,5258.0
11400_12389,5258.0
11400_12390,6240.0
11401_6661,5258.0
11401_6662,6240.0
11401_11400,5258.0
11401_11402,6240.0
11402_5879,6240.0
11402_11401,6240.0
11402_12032,6240.0
11402_12391,6240.0
11403_11404,6240.0
11403_12033,5258.0
11403_12390,6240.0
11403_12391,6240.0
11404_11261,6240.0
11404_11395,9165.0
11404_11403,6240.0
11404_12034,9165.0
11405_11261,6240.0
11405_11262,6240.0
11405_11393,6240.0
11405_12039,6240.0
11406_1116,999999.0
11406_11407,9165.0
11406_11450,9165.0
11407_11262,6240.0
11407_11406,9165.0
11407_11408,5258.0
11407_11410,9165.0
11408_11269,5258.0
11408_11407,5258.0
11408_11411,5258.0
11409_11269,5258.0
11409_11410,9165.0
11409_11412,9165.0
11410_11407,9165.0
11410_11409,9165.0
11410_11414,18330.0
11410_12034,9165.0
11411_11408,5258.0
11411_11412,9165.0
11411_11432,6240.0
11411_11433,9165.0
11412_11263,5258.0
11412_11409,9165.0
11412_11411,9165.0
11413_11263,5258.0
11413_11414,5258.0
11413_11417,5258.0
11413_11430,5258.0
11414_11410,18330.0
11414_11413,5258.0
11414_11415,18330.0
11414_12033,5258.0
11415_11414,18330.0
11415_11416,18330.0
11415_11417,5258.0
11416_10373,6240.0
11416_10374,18330.0
11416_11415,18330.0
11416_11417,5258.0
11417_11413,5258.0
11417_11415,5258.0
11417_11416,5258.0
11417_12055,5258.0
11418_11419,6240.0
11418_12054,6240.0
11418_12055,5258.0
11419_5881,6240.0
11419_10374,6240.0
11419_11418,6240.0
11419_11533,5258.0
11420_5882,5258.0
11420_11421,5258.0
11420_11423,5258.0
11420_12053,5258.0
11421_8113,5258.0
11421_11420,5258.0
11421_11422,5258.0
11422_1330,999999.0
11422_11421,5258.0
11422_12117,5258.0
11423_1330,999999.0
11423_11420,5258.0
11423_11424,5258.0
11424_11423,5258.0
11424_11425,6240.0
11424_11429,6240.0
11425_1324,999999.0
11425_11424,6240.0
11425_11426,6240.0
11426_1330,999999.0
11426_11425,6240.0
11426_11427,6240.0
11427_10336,5258.0
11427_11426,6240.0
11427_11428,6240.0
11427_12117,4515.0
11428_1355,999999.0
11428_10335,6240.0
11428_11427,6240.0
11429_11265,6240.0
11429_11424,6240.0
11429_12051,6240.0
11429_12054,6240.0
11430_11265,6240.0
11430_11413,5258.0
11430_11431,6240.0
11431_1323,999999.0
11431_11430,6240.0
11431_11432,6240.0
11432_11411,6240.0
11432_11431,6240.0
11432_11433,5258.0
11433_11411,9165.0
11433_11432,5258.0
11433_11434,9165.0
11434_1323,999999.0
11434_5787,9165.0
11434_11433,9165.0
11435_5787,9165.0
11435_11440,7988.0
11435_11441,4515.0
11436_1117,999999.0
11436_11437,5018.0
11436_11440,5018.0
11437_7984,5018.0
11437_11436,5018.0
11437_11439,4515.0
11438_1117,999999.0
11438_11439,7988.0
11438_11440,7988.0
11439_11437,4515.0
11439_11438,7988.0
11439_11445,7988.0
11440_11435,7988.0
11440_11436,5018.0
11440_11438,7988.0
11441_11435,4515.0
11441_11442,5018.0
11441_11444,5018.0
11442_11264,5258.0
11442_11441,5018.0
11442_11443,6240.0
11443_1323,999999.0
11443_11442,6240.0
11443_12051,6240.0
11444_1117,999999.0
11444_11441,5018.0
11444_11445,5018.0
11445_11439,7988.0
11445_11444,5018.0
11445_11446,999999.0
11446_10386,5018.0
11446_11445,999999.0
11446_11464,4515.0
11446_11465,7988.0
11447_11448,9165.0
11447_11451,9165.0
11447_11456,9165.0
11447_11512,9165.0
11448_11383,9165.0
11448_11447,9165.0
11448_11449,6240.0
11448_12045,6240.0
11449_11448,6240.0
11449_11512,6240.0
11449_12041,5258.0
11450_11406,9165.0
11450_11512,9165.0
11451_1321,999999.0
11451_11447,9165.0
11451_11452,9165.0
11452_11260,5258.0
11452_11451,9165.0
11452_11453,5258.0
11452_12044,9165.0
11453_1114,999999.0
11453_11452,5258.0
11453_11480,5258.0
11454_1114,999999.0
11454_11455,6240.0
11454_11485,6240.0
11455_11454,6240.0
11455_11458,6240.0
11455_11477,5258.0
11455_12392,5258.0
11456_10384,9165.0
11456_11447,9165.0
11456_12392,5258.0
11457_9702,18330.0
11457_9703,5258.0
11457_9771,9165.0
11458_10384,9165.0
11458_10385,5018.0
11458_11455,6240.0
11458_11462,9165.0
11459_1159,999999.0
11459_7112,5018.0
11459_8343,5018.0
11460_1132,999999.0
11460_8193,4515.0
11460_11474,4515.0
11461_7111,5018.0
11461_7112,5018.0
11461_10658,4515.0
11462_10386,6240.0
11462_11458,9165.0
11462_11475,18330.0
11463_1159,999999.0
11463_7112,4515.0
11463_11384,4515.0
11464_10386,6240.0
11464_11446,4515.0
11464_11465,5258.0
11464_11472,5258.0
11465_11446,7988.0
11465_11464,5258.0
11465_11466,5258.0
11465_11467,9165.0
11466_10338,6240.0
11466_11465,5258.0
11466_11467,6240.0
11467_11465,9165.0
11467_11466,6240.0
11467_11468,9165.0
11467_11472,6240.0
11468_1115,999999.0
11468_11467,9165.0
11468_11469,9165.0
11469_10339,9165.0
11469_11468,9165.0
11469_11470,9165.0
11470_1115,999999.0
11470_11469,9165.0
11470_11471,9165.0
11471_11470,9165.0
11471_11472,5258.0
11471_11475,9165.0
11471_11476,5258.0
11472_11464,5258.0
11472_11467,6240.0
11472_11471,5258.0
11472_11473,6240.0
11473_1115,999999.0
11473_11472,6240.0
11473_11475,6240.0
11474_5795,4515.0
11474_9353,4515.0
11474_11460,4515.0
11475_11462,18330.0
11475_11471,9165.0
11475_11473,6240.0
11476_1115,999999.0
11476_11471,5258.0
11476_11477,5258.0
11477_11455,5258.0
11477_11476,5258.0
11477_11478,5258.0
11478_1114,999999.0
11478_11477,5258.0
11478_11513,5258.0
11479_11366,9165.0
11479_11480,6240.0
11479_11481,9165.0
11480_11453,5258.0
11480_11479,6240.0
11480_11484,6240.0
11481_1111,999999.0
11481_11479,9165.0
11481_11482,9165.0
11482_8648,9165.0
11482_11481,9165.0
11482_11483,6240.0
11483_1111,999999.0
11483_11482,6240.0
11483_11486,6240.0
11484_1111,999999.0
11484_11480,6240.0
11484_11485,6240.0
11485_11454,6240.0
11485_11484,6240.0
11485_11486,6240.0
11486_11483,6240.0
11486_11485,6240.0
11486_11487,6240.0
11487_8649,6240.0
11487_11486,6240.0
11487_11513,5258.0
11488_8649,6240.0
11488_11489,6240.0
11488_11515,5258.0
11489_1113,999999.0
11489_11488,6240.0
11489_11490,6240.0
11490_11489,6240.0
11490_11491,6240.0
11490_11496,6240.0
11491_11490,6240.0
11491_11492,5258.0
11491_11495,6240.0
11492_1113,999999.0
11492_11491,5258.0
11492_11493,5258.0
11493_1694,5258.0
11493_11492,5258.0
11493_11494,5258.0
11494_1113,999999.0
11494_1693,5258.0
11494_11493,5258.0
11495_1693,5258.0
11495_11491,6240.0
11495_11516,6240.0
11496_1112,999999.0
11496_11490,6240.0
11496_11497,6240.0
11497_5797,6240.0
11497_11496,6240.0
11497_11499,5258.0
11498_1112,999999.0
11498_11499,5258.0
11498_11514,5258.0
11499_11497,5258.0
11499_11498,5258.0
11499_11500,5258.0
11499_11502,5258.0
11500_1690,5258.0
11500_11499,5258.0
11500_11506,5258.0
11501_1112,999999.0
11501_5797,6240.0
11501_11502,6240.0
11502_11499,5258.0
11502_11501,6240.0
11502_11503,6240.0
11503_11502,6240.0
11503_11504,9165.0
11503_11508,9165.0
11504_11503,9165.0
11504_11505,9165.0
11504_11506,32415.0
11504_11507,32415.0
11505_11504,9165.0
11505_11506,5258.0
11506_11500,5258.0
11506_11504,32415.0
11506_11505,5258.0
11507_11504,32415.0
11507_11508,9165.0
11508_1691,6240.0
11508_11503,9165.0
11508_11507,9165.0
11509_1294,999999.0
11509_9420,5258.0
11509_9421,5258.0
11510_11355,6240.0
11510_11356,6240.0
11510_11358,5258.0
11511_1088,999999.0
11511_6842,6240.0
11511_11322,6240.0
11512_11447,9165.0
11512_11449,6240.0
11512_11450,9165.0
11513_11478,5258.0
11513_11487,5258.0
11514_11498,5258.0
11514_11515,5258.0
11515_11488,5258.0
11515_11514,5258.0
11516_1691,6240.0
11516_5797,5258.0
11516_11495,6240.0
11517_4215,15975.0
11517_11519,4515.0
11518_11341,5018.0
11518_12046,5018.0
11519_3870,15975.0
11519_11381,4515.0
11519_11517,4515.0
11520_1348,999999.0
11520_9359,7988.0
11520_9671,7988.0
11521_1294,999999.0
11521_9403,7988.0
11521_11822,7988.0
11522_958,999999.0
11522_2420,5018.0
11522_2424,5018.0
11523_958,999999.0
11523_2420,7988.0
11523_9291,7988.0
11524_2419,5018.0
11524_7981,5018.0
11524_11526,5018.0
11525_1084,999999.0
11525_11353,6240.0
11525_12049,6240.0
11526_958,999999.0
11526_9294,5018.0
11526_11524,5018.0
11527_9294,5018.0
11527_11530,5018.0
11527_12863,5258.0
11528_5887,4515.0
11528_11529,7988.0
11528_11571,4515.0
11528_13171,9165.0
11529_11528,7988.0
11529_11570,999999.0
11529_11571,5018.0
11530_9370,6240.0
11530_11055,6240.0
11530_11527,5018.0
11531_1349,999999.0
11531_9662,5258.0
11531_9663,5258.0
11532_6578,6240.0
11532_13020,5018.0
11532_13021,10035.0
11533_11419,5258.0
11533_12053,5258.0
11533_13021,10035.0
11534_8108,5018.0
11534_13141,5258.0
11534_13337,5018.0
11535_1350,999999.0
11535_9312,5258.0
11535_9320,5258.0
11536_1350,999999.0
11536_9320,5258.0
11536_12865,5258.0
11537_961,999999.0
11537_11762,7988.0
11537_11849,7988.0
11538_9273,7988.0
11538_9280,7988.0
11538_12866,5258.0
11539_1300,999999.0
11539_2550,5018.0
11539_2553,5018.0
11540_1300,999999.0
11540_2550,5258.0
11540_2559,5258.0
11541_2547,6240.0
11541_2570,6240.0
11541_11542,5258.0
11542_1351,999999.0
11542_2559,5258.0
11542_11541,5258.0
11543_2559,5258.0
11543_11544,5258.0
11544_2561,9165.0
11544_7988,9165.0
11544_11543,5258.0
11545_1351,999999.0
11545_2566,7028.0
11545_2567,7028.0
11546_11547,5258.0
11546_11549,6240.0
11546_12394,6240.0
11547_1234,999999.0
11547_11546,5258.0
11547_11548,5258.0
11548_11547,5258.0
11548_11551,5258.0
11548_11560,5258.0
11549_10337,5258.0
11549_11546,6240.0
11549_11550,6240.0
11550_11549,6240.0
11550_11551,5258.0
11550_11552,6240.0
11551_11548,5258.0
11551_11550,5258.0
11551_11559,5258.0
11552_10336,5258.0
11552_11550,6240.0
11552_11553,6240.0
11552_11554,5258.0
11553_1233,999999.0
11553_5883,6240.0
11553_11552,6240.0
11554_11552,5258.0
11554_11556,5258.0
11554_11559,5258.0
11555_1233,999999.0
11555_5884,18330.0
11555_11556,18330.0
11556_11554,5258.0
11556_11555,18330.0
11556_11557,18330.0
11557_11556,18330.0
11557_11558,5258.0
11557_11562,18330.0
11557_12139,5258.0
11558_1233,999999.0
11558_11557,5258.0
11558_11559,5258.0
11559_11551,5258.0
11559_11554,5258.0
11559_11558,5258.0
11559_11560,5258.0
11560_11548,5258.0
11560_11559,5258.0
11560_11561,5258.0
11561_11560,5258.0
11561_11562,5258.0
11561_11586,5258.0
11562_10388,18330.0
11562_11557,18330.0
11562_11561,5258.0
11562_12140,5258.0
11563_1206,999999.0
11563_13173,4515.0
11563_13234,4515.0
11564_7193,5018.0
11564_7194,5018.0
11564_8430,4515.0
11565_7191,5018.0
11565_8430,4515.0
11565_12088,5018.0
11566_11567,18330.0
11566_11573,5258.0
11566_11574,18330.0
11566_12139,4515.0
11567_5885,18330.0
11567_11566,18330.0
11568_7356,6240.0
11568_11569,9165.0
11569_11568,9165.0
11569_11570,6240.0
11570_7355,5018.0
11570_11529,999999.0
11570_11569,6240.0
11570_11573,6240.0
11571_11528,4515.0
11571_11529,5018.0
11571_11572,6240.0
11571_11573,5258.0
11572_11571,6240.0
11572_12395,6240.0
11572_12397,5258.0
11573_11566,5258.0
11573_11570,6240.0
11573_11571,5258.0
11573_11575,6240.0
11574_1236,999999.0
11574_11566,18330.0
11574_11575,18330.0
11575_11573,6240.0
11575_11574,18330.0
11575_11576,18330.0
11575_12140,4515.0
11576_11575,18330.0
11576_11626,5258.0
11576_12141,18330.0
11577_1236,999999.0
11577_11613,18330.0
11577_12141,18330.0
11578_1235,999999.0
11578_11579,5258.0
11578_11582,5258.0
11579_1361,999999.0
11579_10389,5258.0
11579_11578,5258.0
11580_10388,18330.0
11580_10389,5258.0
11580_11581,18330.0
11581_11580,18330.0
11581_11582,5258.0
11581_11585,18330.0
11582_11578,5258.0
11582_11581,5258.0
11582_13232,4515.0
11583_9259,5258.0
11583_13164,4515.0
11583_13165,4515.0
11584_1235,999999.0
11584_11612,5258.0
11584_13232,4515.0
11585_1235,999999.0
11585_11581,18330.0
11585_13233,15975.0
11586_1331,999999.0
11586_11561,5258.0
11586_11587,5258.0
11587_11586,5258.0
11587_11588,6240.0
11587_11592,5258.0
11587_11610,6240.0
11588_1331,999999.0
11588_11587,6240.0
11588_11589,6240.0
11589_1490,999999.0
11589_11588,6240.0
11590_1491,999999.0
11590_11591,9165.0
11591_11590,9165.0
11591_11592,18330.0
11591_11596,5258.0
11592_11587,5258.0
11592_11591,18330.0
11592_11593,5258.0
11592_11608,18330.0
11593_11592,5258.0
11593_11594,5258.0
11593_12136,5258.0
11594_1237,999999.0
11594_11593,5258.0
11594_11595,5258.0
11595_11594,5258.0
11595_11596,5258.0
11595_11601,5258.0
11595_11605,5258.0
11596_11591,5258.0
11596_11595,5258.0
11596_11597,5258.0
11596_11601,5258.0
11597_8652,5258.0
11597_11596,5258.0
11597_11598,5258.0
11598_11597,5258.0
11598_11599,5258.0
11598_11601,5258.0
11599_8654,9165.0
11599_10345,5258.0
11599_11598,5258.0
11599_11600,9165.0
11600_11599,9165.0
11600_11602,18330.0
11601_11595,5258.0
11601_11596,5258.0
11601_11598,5258.0
11601_11602,5258.0
11602_1640,6240.0
11602_11600,18330.0
11602_11601,5258.0
11602_11603,18330.0
11603_1238,999999.0
11603_11602,18330.0
11603_11605,18330.0
11604_1640,2250.0
11604_9107,32415.0
11604_9108,32415.0
11605_11595,5258.0
11605_11603,18330.0
11605_11606,5258.0
11605_11618,18330.0
11606_11605,5258.0
11606_11607,5258.0
11606_11618,5258.0
11606_12137,5258.0
11607_1237,999999.0
11607_11606,5258.0
11607_12136,5258.0
11608_11592,18330.0
11608_11609,18330.0
11608_12137,5258.0
11609_1236,999999.0
11609_11608,18330.0
11609_11610,18330.0
11610_11587,6240.0
11610_11609,18330.0
11610_11611,18330.0
11611_11610,18330.0
11611_11612,6240.0
11611_13233,18330.0
11612_11584,5258.0
11612_11611,6240.0
11612_11613,6240.0
11613_11577,18330.0
11613_11612,6240.0
11613_11615,18330.0
11613_11620,6240.0
11614_1229,999999.0
11614_9226,6240.0
11614_9227,6240.0
11615_11613,18330.0
11615_11616,18330.0
11615_11620,6240.0
11616_1238,999999.0
11616_11615,18330.0
11616_12138,18330.0
11617_11618,18330.0
11617_11622,5258.0
11617_12138,18330.0
11618_11605,18330.0
11618_11606,5258.0
11618_11617,18330.0
11619_1238,999999.0
11619_1363,999999.0
11619_11625,6240.0
11619_11628,6240.0
11620_11613,6240.0
11620_11615,6240.0
11620_12398,6240.0
11621_1238,999999.0
11621_11622,6240.0
11621_12398,6240.0
11622_11617,5258.0
11622_11621,6240.0
11622_11623,6240.0
11623_11622,6240.0
11623_11624,6240.0
11623_11626,5258.0
11624_10343,6240.0
11624_11623,6240.0
11624_11625,6240.0
11625_11619,6240.0
11625_11624,6240.0
11625_12135,5018.0
11626_11576,5258.0
11626_11623,5258.0
11626_12133,5258.0
11627_5888,12480.0
11627_12134,10035.0
11627_12135,5018.0
11627_12396,6240.0
11628_9248,6240.0
11628_9249,12480.0
11628_11619,6240.0
11628_12134,10035.0
11629_1639,1125.0
11629_9105,32415.0
11629_12399,32415.0
11630_1351,999999.0
11630_2569,4515.0
11630_2570,4515.0
11631_1364,999999.0
11631_7416,4515.0
11631_11776,4515.0
11632_1364,999999.0
11632_7419,5018.0
11632_13273,5018.0
11633_11781,5018.0
11633_11788,6240.0
11634_1334,999999.0
11634_7458,5018.0
11634_8091,5018.0
11635_7442,15975.0
11635_7457,15975.0
11635_11731,4515.0
11635_11793,5258.0
11636_4043,4515.0
11636_4046,4515.0
11636_7631,5018.0
11637_1643,6240.0
11637_8597,6240.0
11637_11638,5258.0
11637_11975,6240.0
11638_10187,5258.0
11638_10188,5258.0
11638_11637,5258.0
11639_5907,32415.0
11639_10654,32415.0
11640_1353,999999.0
11640_11191,15975.0
11640_11192,15975.0
11641_7937,999999.0
11641_7970,4515.0
11642_1033,999999.0
11642_1684,5258.0
11642_11191,5258.0
11643_1353,999999.0
11643_11193,5258.0
11643_11195,5258.0
11644_1353,999999.0
11644_11186,5258.0
11644_11196,5258.0
11645_11728,4515.0
11645_11733,5258.0
11646_8655,18330.0
11646_9205,5258.0
11646_10345,5258.0
11646_11647,18330.0
11647_11646,18330.0
11647_11648,6240.0
11647_11649,18330.0
11648_9263,6240.0
11648_11647,6240.0
11648_11649,6240.0
11649_9264,18330.0
11649_11647,18330.0
11649_11648,6240.0
11650_9264,18330.0
11650_11651,18330.0
11650_12400,5258.0
11651_11650,18330.0
11651_11652,5258.0
11651_11653,18330.0
11651_11655,5258.0
11652_1388,999999.0
11652_11651,5258.0
11652_11672,5258.0
11653_1388,999999.0
11653_11651,18330.0
11653_11654,18330.0
11654_11653,18330.0
11654_11655,4515.0
11654_11660,18330.0
11654_11671,5258.0
11655_1260,999999.0
11655_11651,5258.0
11655_11654,4515.0
11655_11656,5258.0
11656_11655,5258.0
11656_11657,6240.0
11656_11658,5258.0
11656_11659,6240.0
11657_1260,999999.0
11657_10344,6240.0
11657_11656,6240.0
11658_9266,5018.0
11658_10343,6240.0
11658_11656,5258.0
11659_1387,999999.0
11659_11656,6240.0
11659_11662,6240.0
11660_11654,18330.0
11660_11661,18330.0
11660_11670,9165.0
11661_1387,999999.0
11661_11660,18330.0
11661_11663,18330.0
11662_9266,5018.0
11662_11659,6240.0
11662_11663,6240.0
11663_11661,18330.0
11663_11662,6240.0
11663_11664,18330.0
11663_11669,6240.0
11664_11663,18330.0
11664_11665,12480.0
11664_11666,18330.0
11664_11667,9165.0
11665_1259,999999.0
11665_10342,12480.0
11665_11664,12480.0
11666_1259,999999.0
11666_9254,18330.0
11666_11664,18330.0
11667_9253,6240.0
11667_9265,7988.0
11667_11664,9165.0
11667_11668,999999.0
11668_9267,5018.0
11668_11667,999999.0
11668_11669,9165.0
11669_11663,6240.0
11669_11668,9165.0
11669_11670,9165.0
11670_9268,4515.0
11670_11660,9165.0
11670_11669,9165.0
11671_9261,5258.0
11671_9268,4515.0
11671_11654,5258.0
11671_11677,5258.0
11672_9261,5258.0
11672_11652,5258.0
11672_11673,5258.0
11673_9209,6240.0
11673_11672,5258.0
11673_11674,6240.0
11673_11738,5258.0
11674_11673,6240.0
11674_11675,6240.0
11674_11680,6240.0
11674_11738,6240.0
11675_1261,999999.0
11675_11674,6240.0
11675_11676,6240.0
11676_11675,6240.0
11676_11677,5258.0
11676_11678,6240.0
11676_12404,5258.0
11677_9267,5018.0
11677_11671,5258.0
11677_11676,5258.0
11677_11678,6240.0
11678_9260,6240.0
11678_11676,6240.0
11678_11677,6240.0
11678_12403,6240.0
11679_7625,9165.0
11679_9255,6240.0
11679_9260,6240.0
11679_9265,7988.0
11680_1261,999999.0
11680_11674,6240.0
11680_11681,6240.0
11681_4110,6240.0
11681_11680,6240.0
11681_12404,5258.0
11681_12405,5258.0
